Date/Time,Step Count (count),Source
2023-02-27 00:00:00,2937,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-02-28 00:00:00,3408,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-01 00:00:00,5866,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-02 00:00:00,2441,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-03 00:00:00,2867,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-04 00:00:00,3629,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-05 00:00:00,3444,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-06 00:00:00,5773,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-07 00:00:00,5691,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-08 00:00:00,4923,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-09 00:00:00,8058,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-10 00:00:00,6238,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-11 00:00:00,7057,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-12 00:00:00,4045,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-13 00:00:00,9717,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-14 00:00:00,6082,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-15 00:00:00,4984,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-16 00:00:00,6263,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-17 00:00:00,9406,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-18 00:00:00,6281,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-19 00:00:00,6016,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-20 00:00:00,10461,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-21 00:00:00,12986,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-22 00:00:00,4155,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-23 00:00:00,6354,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-24 00:00:00,13207,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-25 00:00:00,26754,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-26 00:00:00,10029,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-27 00:00:00,5487,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-28 00:00:00,3790,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-29 00:00:00,4194,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-30 00:00:00,6425,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-03-31 00:00:00,3731,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-01 00:00:00,8300,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-02 00:00:00,4956,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-03 00:00:00,5663,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-04 00:00:00,7603,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-05 00:00:00,8655,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-06 00:00:00,4501,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-07 00:00:00,6676,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-08 00:00:00,872,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-09 00:00:00,8085,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-10 00:00:00,7090,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-11 00:00:00,9832,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-12 00:00:00,9497,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-13 00:00:00,5668,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-14 00:00:00,12054,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-15 00:00:00,13516,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-16 00:00:00,9129,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-17 00:00:00,4951,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-18 00:00:00,3667,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-19 00:00:00,5835,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-20 00:00:00,3652,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-21 00:00:00,3113,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-22 00:00:00,8514,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-23 00:00:00,4056,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-24 00:00:00,3839,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-25 00:00:00,2393,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-04-26 00:00:00,2277,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
